Original Hotel Name,Hotel Name,Geometry,restaurant,shopping_mall,tourist_attraction,cafe,bar,supermarket,park,point_of_interest,lodging,museum
Nestled Oaks Cottage~ Bear Mountain Resort Chalet~,Bear Mountain Chalet,"{'lat': 34.2299104, 'lng': -116.8661107}",0,0,0,0,0,1,0,18,13,0
Canterbury Cottage,Canterbury Cottage,"{'lat': 44.388124, 'lng': -68.2084053}",0,0,0,0,0,0,0,18,17,0
Grandma’s House,Grandma's house,"{'lat': 1.3530383, 'lng': 103.862328}",0,0,0,0,0,0,0,18,0,0
Lakefront Therapy for Couples or Families,Lakeside Family Centre (Jurong East) - Lakeside Family Services,"{'lat': 1.3446152, 'lng': 103.7344857}",1,2,3,0,0,1,1,18,0,1
Hiawatha Haven for Families and Golfers,No information found,N/A,0,0,0,0,0,0,0,0,0,0
moon lotus abode(月蓮居),蓮居 House of Lotus,"{'lat': 22.1964777, 'lng': 113.5397216}",0,0,2,0,0,0,0,18,14,0
Autumn Fire,Ichiban Boshi (Great World),"{'lat': 1.2940609, 'lng': 103.8315713}",0,1,0,0,0,0,0,18,17,0
"Uptown, Pool Near Panther Stadium, Workspace_208",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Uptown, Pool, Wine, Restaurants, BofA Stadium_307",No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Village Inn by Dakota Gal Digs,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"1Br Uptown, Pool, Wine, near Convention Center_311",Wine Mansion - Aljunied,"{'lat': 1.3167491, 'lng': 103.8815026}",0,0,0,0,0,0,0,18,17,0
Modern beach paradise,No information found,N/A,0,0,0,0,0,0,0,0,0,0
StateLine Stayovers Extended Stay Hotel,The Quay Hotel West Coast,"{'lat': 1.2922982, 'lng': 103.7686088}",2,0,1,0,0,0,1,18,5,0
Amazing 2Bdr Home Must See DTLA,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lakefront Loft - Downtown - Shuffle Board Table,No information found,N/A,0,0,0,0,0,0,0,0,0,0
F-2 Seascape Nirvana,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Spacious Resort Getaway @ Echo Park Ranch - Luxury indoor/ outdoor home steps from Sunset Blvd, Echo Park Lake, Dodgers Stadium",No information found,N/A,0,0,0,0,0,0,0,0,0,0
New ATL Dwntwn Condo with Balcony 2,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Budget inn Whittier,Budget Inn-Whittier,"{'lat': 33.9573044, 'lng': -118.0234647}",0,0,0,0,0,0,0,18,4,0
Stylish Studio with City View in Bayside,City Studios,"{'lat': 1.3100379, 'lng': 103.8527781}",0,0,0,0,0,0,0,18,18,0
Long Beach Mordern APT,Long Beach Head Office,"{'lat': 1.3190307, 'lng': 103.8928617}",2,1,0,0,0,0,0,18,5,0
West Hollywood Studio Paradise,The Paradise Group,"{'lat': 34.0908325, 'lng': -118.3466993}",0,0,1,0,0,0,0,18,15,0
Entire Home Close to the Beach!,Beach House Pictures Pte Ltd,"{'lat': 1.2753529, 'lng': 103.7963106}",3,0,1,0,0,0,3,18,2,0
House close Baldwin-park Lake & Downtown Orlando,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Family-Friendly Boyne Falls Home Golf, Ski and More",No information found,N/A,0,0,0,0,0,0,0,0,0,0
4 BR Home w/ Resort Amenities + 3 Mi to Disney,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Outdoor Kitchen + 8 Min to Disney + Resort Cabanas,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy historic 3rdfl apartment,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Northern Nights Lodging,D'Resort @ Downtown East,"{'lat': 1.3798904, 'lng': 103.9549644}",1,1,1,0,0,1,0,18,5,0
Fieraa apartment,Ferraria Park,"{'lat': 1.3579887, 'lng': 103.9641844}",0,1,1,0,0,1,0,18,6,0
International Casa Hotel,International Casa,"{'lat': 37.7660643, 'lng': -122.2008939}",0,0,0,0,0,0,0,18,12,0
Penthouse In South Loop Chicago,Penthouse 111 Unit 2,"{'lat': 41.8778481, 'lng': -87.63132689999999}",0,0,0,0,0,0,0,18,18,0
Huge villa in the hearth of Poconos near all.,No information found,N/A,0,0,0,0,0,0,0,0,0,0
3BR 3BA private pool home resort near Disney,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cosy 3 bedroom apartment mins to NYC,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy cottage in the heart of pocono,Carobeth Cottage,"{'lat': 41.1902446, 'lng': -75.368203}",0,0,1,0,0,0,1,19,1,0
Dundee Escape,Escape Dundee,"{'lat': 56.4618014, 'lng': -2.969504}",4,0,0,0,2,0,0,18,13,0
Nice and cozy. Sleeps 5.,No information found,N/A,0,0,0,0,0,0,0,0,0,0
First choice guest house,First Choice Guest House,"{'lat': 28.4830639, 'lng': 77.0753759}",1,0,0,0,0,0,0,18,8,0
Blue Door Cottage 12 miles to Yosemite Bbq,No information found,N/A,0,0,0,0,0,0,0,0,0,0
One Bedroom Remodeled Unit Central,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Red Door Cottage Fireplace bbq 12 mi to Yosemite,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Secluded house, Opening special!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Hilo Villa w/pool- 16 guests max,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Orange Door Electric Fireplace bbq,Fireplace by Bedrock,"{'lat': 1.3114782, 'lng': 103.7937223}",2,1,0,0,1,0,0,18,1,0
Chestnut Ridge 7-4,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Dead Poets Society- U of Tampa Flat in N Hyde Park,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Modern 1 Bedroom In The Heart Of Downtown Doral,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Modern 2 Bed in the Heart of Doral Free Parking,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Steps To The Slope, ski in ski out at Snow Summit",No information found,N/A,0,0,0,0,0,0,0,0,0,0
NE Portland Oregon Modern Victorian Duplex,Historic Home,"{'lat': 45.5619315, 'lng': -122.6525745}",1,1,0,0,0,0,0,18,11,0
Tampa Tranquility - Chic Retreat condo,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Northside District Loft - Panoramic Valley Views,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Welcome To Wine Country - Relaxed Luxury,California Wines and More,"{'lat': 1.3164853, 'lng': 103.7573965}",4,0,0,0,0,1,0,18,0,0
Modern Tukwila Vacation Rental Near Airport!,Book It Vacation Rentals,"{'lat': 47.4717992, 'lng': -122.2093823}",1,1,0,0,0,0,0,18,15,0
Steps to CLE Clinic - Great for Families - ADA,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Beautiful place with a great location, free parking, WiFi & large TV.",Free Parking @251A Arcadia Rd,"{'lat': 1.3345849, 'lng': 103.8100067}",9,0,1,2,0,0,0,18,0,0
Modern and spacious 4 B/R + 2 bath house,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Tranquil 2BR Escape in Ideal Location - Church 301,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Rare Hideaway on Main, Retro unit",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Estero Beach and Tennis 106B,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Daylight Den,Daylight Studios Pte Ltd,"{'lat': 1.2967926, 'lng': 103.786762}",1,1,1,0,0,0,2,18,2,0
Cozy Cottage Near Ft Leonard Wood!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
My Town Extended Stay,My town extended stay,"{'lat': 38.9995417, 'lng': -84.6494493}",0,1,0,0,1,0,0,18,13,0
Coastal Cottage,Changi Colonial Estate,"{'lat': 1.3913534, 'lng': 103.9813977}",1,2,2,1,1,0,1,18,6,1
Modern studio near UCSF/Chase/Oracle Park,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Kingston Plantation 6-A,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Mesquite Condo with Pool and Spa Access, Near Casinos!",Mi Casa,"{'lat': 1.3842606, 'lng': 103.7480374}",2,0,0,0,0,1,0,18,0,0
State College Sanctuary,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Incredible 6BR Villa by Disney Private Pool Games,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Little Brown House,Little Brown House,"{'lat': 35.1918311, 'lng': -101.8642359}",1,0,0,0,0,0,0,18,15,0
Emerald Guest House,Emerald Guest House,"{'lat': 6.426613199999999, 'lng': 81.3112135}",0,0,0,0,0,0,0,18,17,0
The Port Hotel,The Port Hotel,"{'lat': 17.7123602, 'lng': 83.3000587}",2,0,0,0,0,0,0,18,10,0
New Midtown Studio with Full Kitchen (Unit C),No information found,N/A,0,0,0,0,0,0,0,0,0,0
Ocean Breeze Paradise Apt 5A,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Short Walk to Wilton Drive Apt4,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Short Walk to Wilton Drive Apt5,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Short Walk to Wilton Drive Apt6,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Just Off Wilton Drive Apt 3,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Just Off Wilton Drive Apt 5,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Just Off Wilton Drive Apt 6,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Just Off Wilton Drive Apt 8,No information found,N/A,0,0,0,0,0,0,0,0,0,0
New Tiny Home Uptown Phoenix (Unit E),Your Tiny House Builders,"{'lat': 33.5466524, 'lng': -112.111654}",2,0,0,1,2,1,0,18,7,0
2 BEDROOM ON THE BEACH !,PARKROYAL Serviced Suites Singapore,"{'lat': 1.2996218, 'lng': 103.860639}",2,0,0,0,0,0,0,18,18,0
Blue Shark *B2* @ Bellaire 1BR King Apartment Near Medical Center,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Cozy Cottage 2BD/2BA, 2 Covered Decks, Patio Dinning, Newly Built!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
La Casa de David,Casa di David,"{'lat': 52.36832949999999, 'lng': 4.8877522}",4,0,0,0,3,0,0,18,18,0
"Little Johns Cottage Memphis, Pet-friendly~Parking",No information found,N/A,0,0,0,0,0,0,0,0,0,0
New Exclusive Villa 5 min to Disney,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Grey Escape-Close to Beach Waterpark & Casinos,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Charming Ski Condo Less Than 1 Mi to North Star Resort!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Astonishing Flagstaff Flat with AC and Jacuzzi!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Greenlaw Studio in the Pines!,Studio in the Pines,"{'lat': 42.3714203, 'lng': -71.96746499999999}",2,0,0,1,0,0,0,18,0,0
Relax in Frontier Retreat - Bordering Forest Service!,Labrador Nature Reserve,"{'lat': 1.2665094, 'lng': 103.8020649}",4,0,1,1,1,0,1,18,5,0
Perch Between Cities,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Downtown Indianapolis Home about 3 Mi to Canal Walk!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lovely & Rustic TreeHouse Cabin - Stargazing in the Pines!,Lovely Costume Jewellery Pte Ltd,"{'lat': 1.2879489, 'lng': 103.8484141}",2,2,4,0,1,0,0,18,9,0
Pet-Friendly Florissant Cabin with Fire Pit!,Twin Rock Cabin,"{'lat': 38.94007, 'lng': -105.2653672}",0,0,3,0,0,0,2,19,0,1
Captivating Continental Country Club Retreat with 4 BDR and Spacious deck!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxury Denver Home,Mile High Luxury,"{'lat': 39.73224570000001, 'lng': -104.9906841}",1,0,0,0,0,0,0,18,18,0
Normandie Hostel,Auberge Backpacker La Buhôtellerie,"{'lat': 49.697816, 'lng': -1.9115235}",1,0,1,1,1,0,0,18,5,1
Baton Rouge Vacation Rental with Yard 10 Mi to LSU!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Wonderful & Modern Home Perfect for Large Families,Wonderful,"{'lat': 1.2804679, 'lng': 103.8447413}",3,0,0,1,1,0,0,18,16,0
Tropical Oasis Getaway,Oasis Tropical,"{'lat': 1.5895665, 'lng': 103.8201665}",1,0,0,0,0,0,0,18,4,0
Austin Greenhouse Rentals,Biological Greenhouse (BOT),"{'lat': 30.2873161, 'lng': -97.73975779999999}",0,0,0,0,0,0,0,18,18,0
Hyde Beach 25th floor 1 bed unit with Oceanview,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Lakeshore Cozy Cottage!,Lakeshore Condominium,"{'lat': 1.3459295, 'lng': 103.7228409}",0,1,1,0,0,3,0,18,0,1
Renovated House for 14 in Wentzville MO,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Traveler Stay PLUS,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Updated Duplex Home Less Than 1 Mi to Downtown Enumclaw!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Rough River Lake Cabin Fishing,Rough River Dam Resort State Park,"{'lat': 37.610492, 'lng': -86.50250199999999}",2,0,0,0,0,0,5,18,4,0
Poconos Modern Chalet - Home Theater - Hot Tub,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Follys End, Ligonier @ Linn Run",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy Hollow Lodge Seven Springs,Cozy Hollow Vacation Rentals,"{'lat': 34.2409682, 'lng': -116.9199483}",0,0,0,0,0,0,1,18,16,0
Univ City Drexel 2 Bdrm Lovely Unit,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Tiny Bungalow: Joshua Tree,The Bungalows by Homestead Modern,"{'lat': 34.1369491, 'lng': -116.3624142}",3,0,0,1,1,1,0,18,4,0
Ultimate Vacation Villa Near Disney townhouse,Resorts World Sentosa,"{'lat': 1.255179, 'lng': 103.8218107}",3,1,2,1,0,0,0,18,8,0
Recent Renovation Near Yacht Club Hosted By Sharon,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stylish remodeled Mid-century home,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Studio with a City View Near Bayside,City View,"{'lat': 1.2821431, 'lng': 103.8545638}",7,0,1,0,2,0,0,18,3,0
Shares Courtyard Luxury Apt - NEW!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Bagley House: built in 1911,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Manatee Point,Manatee Point,"{'lat': 30.3993659, 'lng': -86.7555121}",0,0,0,0,0,0,0,18,0,0
Cool Notes - Enjoy the sounds of the Bay,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxury Apt with Amazing Ocean Views & All of Miami,The Oceanfront,"{'lat': 1.2437298, 'lng': 103.8421237}",3,0,2,0,2,1,0,18,3,0
Cape Cod Irish Village - The Emerald Resort,Cape Cod Irish Village at The Emerald Resort & Conference Center,"{'lat': 41.6459124, 'lng': -70.2972133}",2,0,0,0,1,0,0,18,18,0
Tropical Serenity-Water View Heated Pool Tiki Bar,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Love Shack,The Love Shack,"{'lat': 6.294404800000001, 'lng': 99.727699}",3,0,0,1,1,0,1,18,18,0
Birchwood Place,Birchwood Place,"{'lat': 22.2750691, 'lng': 114.1609813}",7,1,0,2,0,0,0,18,10,0
Your Downtown Cozy Studio With Backyard Unit C,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Stylish Rancher, Great Location!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
New Midtown Modern Home with Backyard (Unit A),MIDTOWN MODERN,"{'lat': 1.2985221, 'lng': 103.856873}",2,0,0,0,0,0,0,18,18,0
Your Downtown Studio With All Amenities Unit B,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Your Downtown Home With California King Bed Unit A,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Bay View 1011, City View, 4ppl",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Oceanfront Penthouse, Sleeps 4",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Entire Beautiful 2BR Apartment [L]. Convenient location in the heart of Queens!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Oceanfront 1BR, Downtown, 4ppl",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"1BR Oceanview, Close to Airport",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Coastal Decor, 1BR Ocean View",No information found,N/A,0,0,0,0,0,0,0,0,0,0
1BR with Amazing Ocean Views!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Compass Cove, 1BR Oceanfront",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy 2 Bedroom Apt,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Tropical Haven,Tropical Haven,"{'lat': 28.0904037, 'lng': -80.6298966}",1,2,0,0,0,0,0,18,4,0
Oceanfront condo at North Coast Village,North Coast Village HOA,"{'lat': 33.2015305, 'lng': -117.3890827}",2,0,1,0,2,0,0,18,12,0
Sleek Apt in Historic DT Macon,Massee Apartments,"{'lat': 32.8422194, 'lng': -83.6382299}",1,0,1,0,0,0,0,18,3,0
DT Loft close to Mercer Univ,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Villa Costello,",Costello white house,"{'lat': -7.9637737, 'lng': 112.6540909}",2,0,0,1,0,0,0,19,1,0
Center of DT walking distance to many venues,No information found,N/A,0,0,0,0,0,0,0,0,0,0
NEW Oceanside Inn 603 King Bed Ocean Views,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Lofts at Cherry DT w Amenities,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Gorgeous 3BR Oceanfront, 8ppl",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Treehouse,Tree House,"{'lat': 1.3700385, 'lng': 103.7765049}",2,0,3,0,0,1,2,18,0,0
"Grande Cayman, 3BR Oceanfront",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Landmark Resort, 1BR Oceanfront",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Apt 1 - Folsom at High Plains Lodge,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stunning Top floor 2BD 2BA Ocean View Santa Monica,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Sunfish Retreat,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Island jam,Island Jam Authentic Jamaican Cuisine,"{'lat': 42.761296, 'lng': -87.8020391}",0,0,1,0,0,2,0,18,0,0
Quiet & Cozy home near Hospitals,The Quiet Lab,"{'lat': 1.30975, 'lng': 103.8564147}",0,0,0,0,0,0,0,18,18,0
Entire Beautiful 2BR Private Apartment [R],No information found,N/A,0,0,0,0,0,0,0,0,0,0
A Dazzling Destination,DD Dazzling Destinations,"{'lat': -12.0233552, 'lng': -77.1043578}",2,0,0,0,0,1,0,18,12,0
Bluebirds Nest 10 Min to AVL Biltmore hot tub,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Downtown Santa Monica Top Floor Ocean View 2BR/2BA,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Comfortable 4 Bedroom Home,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Suite Dream Clifton 19,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Irvine Upscale 2BR Apt near Spectrum, Great Park, UCI",No information found,N/A,0,0,0,0,0,0,0,0,0,0
2 Bedroom Gem near Center City! W/ Rental Car Opt,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lux 4 Bed Home w/ Parking Walk to Bethesda Metro!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Beautiful Suites at Ohia Waikiki Honolulu,Ohia Waikiki Studio Suites,"{'lat': 21.2799867, 'lng': -157.8263215}",1,0,0,0,0,0,0,18,18,0
Lakeview Retreat,Lakeview Retreat by D.R. Horton,"{'lat': 29.7018661, 'lng': -95.70613089999999}",2,0,0,0,0,0,1,18,2,0
Judy's Nest at the Wessels-Boyd House.,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Captivating Bayside Apartment at Downtown Miami,Downtown 5th,"{'lat': 25.7790155, 'lng': -80.1928437}",1,0,0,0,1,0,0,18,17,0
Bright Apartment in Houston Heights Neighborhood,Whitney at The Heights,"{'lat': 29.8066742, 'lng': -95.4344775}",2,0,0,0,2,0,0,18,11,0
The Airbnbish,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Entire Cozy 3-Bedroom Home with Baby Crib, Wi-Fi & Laundry - Private Rental, No Deposit",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Casa Rose,Casa Rosa,"{'lat': 1.3460889, 'lng': 103.8793603}",0,1,0,0,0,0,0,18,2,0
Luxury 20th Floor 2 BR Condo Oceanfront Wyndham Ocean Walk Resort Daytona Beach | 2020,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Central Pittsburgh 5-Bed Haven,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxury 17th Floor 1 BR Condo Direct Oceanfront Wyndham Ocean Walk Resort Daytona Beach | 1708,No information found,N/A,0,0,0,0,0,0,0,0,0,0
New! Unique & Spacious Apt in Allentown,New Unique,"{'lat': 4.572227499999999, 'lng': 101.1133168}",1,0,0,1,0,0,0,18,18,0
Elegant Apartment in the Heart of Hollywood,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Papakea A207- Prime remodeled oceanfront condo at Papakea Resort,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Luxury 2BD 2BA, BRAND NEW/PETS/CLOSE TO EVERYTHING/BOHO+COZY VIBES",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy place in midtown NYC,Cozy Rice,"{'lat': 40.75171659999999, 'lng': -73.9847717}",0,0,0,0,0,0,0,18,18,0
Dtwn St Marys Home Near Waterfront Pets Welcome!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Suites At La Croix Hotel Honolulu HI,Hotel La Croix,"{'lat': 21.2833111, 'lng': -157.8312934}",0,0,0,0,0,0,0,18,18,0
Disney California 15 min drive two bedroom FREE&designated parking,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Cozy House,Cozy Home Furniture and Furnishing Pte Ltd,"{'lat': 1.3351925, 'lng': 103.8876045}",1,0,0,0,0,0,0,18,0,0
Aspects Big Sky,Aspects Big Sky,"{'lat': 45.24673749999999, 'lng': -111.2573496}",1,0,0,1,0,0,0,18,2,0
Tranquil Home In The Pass!,Tranquil Funeral Services,"{'lat': 1.358606, 'lng': 103.833566}",5,1,1,0,0,0,1,18,0,0
Disney/Epcot/Reunion Golf Course,Reunion Resort Golf Courses - Palmer & Watson,"{'lat': 28.2710838, 'lng': -81.5896286}",5,0,0,0,3,0,0,18,4,0
The Lemon House,The Lemon House,"{'lat': -31.08929, 'lng': 150.9282503}",2,0,0,0,1,0,0,18,16,0
CaSuya at Icon Brickell 2bd 1ba,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Camp Hideaway Gruene,Camp Hideaway Gruene,"{'lat': 29.7730631, 'lng': -98.1090043}",5,0,1,0,3,0,0,18,5,0
Beautiful 4 Bed Home + Jacuzzi,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Deluxe Studio in Historic Downtown Building!,The Luxe,"{'lat': 1.2994803, 'lng': 103.8471048}",0,2,0,0,1,0,0,18,8,0
American Inn,The Quay Hotel West Coast,"{'lat': 1.2922982, 'lng': 103.7686088}",2,1,1,0,0,0,2,18,5,0
Luxury high rise with City Views,The Clift,"{'lat': 1.2794995, 'lng': 103.8472991}",6,0,1,0,1,0,0,18,8,0
EV4 DREAMZ VILLA Spacious and cozy,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Your home minutes to Downtown,Ohmyhome - Real Estate Agency & Property Agent Services,"{'lat': 1.3369142, 'lng': 103.8486187}",0,1,0,0,0,0,0,18,15,0
Viagem Beautiful 1BR Balcony Pool and Parking,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Beachside Boutique Suite 4,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Beachside Boutique Suite 8,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"4BR King Bd w Upscale Baths! Walk/Bike DT, Firepit",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Carlton Guest house,Carlton guesthouse,"{'lat': 52.1897811, 'lng': -1.7125675}",6,0,0,0,1,0,0,18,18,0
Amazing Apt with Panoramic Views of Bayside,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Downtown 2bd Unit Near Wells Fargo,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Casa Entera, céntrica, Everything NEW!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Shangri-la ! A Perfect Getaway for everyone !,The Lobby Lounge at Shangri-La Singapore,"{'lat': 1.3111394, 'lng': 103.8266805}",0,1,1,0,0,0,1,18,15,0
Convenient Tukwila Vacation Rental Near Airport!,Vacation Internationale,"{'lat': 47.4575893, 'lng': -122.2492119}",1,0,0,0,0,0,0,18,18,0
Resort Oceanfront Penthouse Ocean Walk Resort Daytona Beach,Daytona Beach Ocean Walk,"{'lat': 29.2320629, 'lng': -81.01024439999999}",0,0,0,0,0,0,0,18,17,0
The Gateway: Entire Apartment 7 mins from airport,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Gorgeous and Cozy Houston home w a private Pool,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Gallery on Moore,The Galleries At Moore,"{'lat': 39.9572237, 'lng': -75.1717276}",2,0,2,0,0,2,0,18,13,2
Scottsdale Oasis with heated pool,Oasis Pool at Omni Montelucia,"{'lat': 33.5294751, 'lng': -111.9731726}",6,0,0,0,3,0,0,18,12,0
Cozy Apartment Near the Everglades that Fits up to 4 Guests,No information found,N/A,0,0,0,0,0,0,0,0,0,0
San Antonio Home Private Pool and Covered Patio,Texas Pools & Patios,"{'lat': 29.5892963, 'lng': -98.4734094}",3,0,0,0,0,0,0,18,12,0
The Chesapeake Gray,Chesapeake,"{'lat': 36.7682088, 'lng': -76.2874927}",1,0,0,0,0,0,0,18,11,0
Gorgeous 2br Clive Duplex Wfireplace,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Walk to 12 South, 7 min to downtown, Free Parking!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Chic 2br Duplex Free Parking Near Hospitals,SGH Open Car Park H,"{'lat': 1.2807537, 'lng': 103.8322994}",1,0,0,0,1,0,0,18,18,0
Roomy 4br By Drake Sleeps 13 Huge Yard,No information found,N/A,0,0,0,0,0,0,0,0,0,0
3 Br For 9 Guests -large Beautiful 3 Story Duplex,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Charming Family Friendly 3br Duplex Close To Drake,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy 3br Home By Ingersoll Restaurant Scene,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Gulf Coast Inn,Gulf Coast Inn,"{'lat': 30.3573789, 'lng': -87.16344529999999}",4,0,0,0,3,0,0,18,9,0
Spacious Room in A Nice House,Sofea Guest House,"{'lat': 1.4759149, 'lng': 103.9001556}",0,1,0,0,0,1,0,18,7,0
Hemingway by Luca - Free Parking,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Downtown apt recently remodeled,No information found,N/A,0,0,0,0,0,0,0,0,0,0
New 2 Bed Apartment Close to Downtown and Beach,Midtown Bay,"{'lat': 1.2966572, 'lng': 103.8577485}",1,0,0,0,0,0,0,18,13,0
Brand New Apartment Close to Beach and Downtown,Midtown Bay,"{'lat': 1.2966572, 'lng': 103.8577485}",1,0,0,0,0,0,0,18,13,0
American Inn,The Quay Hotel West Coast,"{'lat': 1.2922982, 'lng': 103.7686088}",2,1,1,0,0,0,2,18,5,0
