Hotel,Overall Rating,Total Reviews,Cleanliness,Staff and Service,Amenities,Property Conditions and Facilities,Eco-Friendliness
Comfort Inn & Suites,7.6 out of 10 Good,669 verified reviews,7.8/10,8.2/10,7.8/10,7.4/10,7.6/10
Econo Lodge Sturbridge Route 20,7.0 out of 10 Good,814 verified reviews,7.6/10,7.2/10,6.2/10,6.8/10,6.8/10
The Winthrop Arms Hotel And Restaurant,8.6 out of 10 Excellent,520 verified reviews,9.0/10,9.0/10,8.0/10,8.2/10,8.0/10
402 Columbus Ave,7.8 out of 10 Good,30 verified reviews,8.4/10,7.4/10,7.0/10,7.8/10,7.8/10
Cambria Hotels Boston Downtown - Seaport,8.4 out of 10 Very good,709 verified reviews,9.0/10,8.4/10,8.0/10,8.8/10,8.6/10
Vacation Village in the Berkshires,8.6 out of 10 Excellent,"1,664 verified reviews",9.2/10,8.2/10,8.4/10,8.6/10,8.4/10
The Mariner Resort Cape Cod by The Red Collection,7.4 out of 10 Good,990 verified reviews,7.4/10,8.0/10,7.2/10,7.0/10,7.4/10
Hampton Inn Chicopee/Springfield,9.0 out of 10 Wonderful,946 verified reviews,9.2/10,9.2/10,8.8/10,9.0/10,8.8/10
Comfort Inn Hyannis - Cape Cod,7.6 out of 10 Good,"1,000 verified reviews",7.8/10,8.0/10,7.4/10,7.2/10,7.6/10
Courtyard by Marriott Boston Andover,8.8 out of 10 Excellent,412 verified reviews,9.2/10,8.8/10,8.4/10,8.8/10,8.6/10
Extended Stay America Suites Boston Westborough Connector Rd,6.0 out of 10 Good,545 verified reviews,6.2/10,6.6/10,5.4/10,5.8/10,5.8/10
AC Hotel by Marriott Boston North,9.0 out of 10 Wonderful,"1,000 verified reviews",9.4/10,9.2/10,8.8/10,9.2/10,9.0/10
Attleboro Motor Inn,6.2 out of 10 Good,345 verified reviews,6.0/10,7.2/10,5.6/10,5.6/10,6.0/10
Blue Vista Motor Lodge,9.8 out of 10 Exceptional,103 verified reviews,10.0/10,10.0/10,9.6/10,9.8/10,9.8/10
Monticello Inn Framingham,5.0 out of 10,714 verified reviews,5.2/10,5.8/10,5.0/10,4.4/10,5.0/10
Comfort Inn Randolph - Boston,7.4 out of 10 Good,"1,001 verified reviews",7.6/10,8.0/10,7.6/10,7.4/10,7.6/10
Marriott Springfield Downtown,7.8 out of 10 Good,810 verified reviews,8.4/10,8.4/10,7.0/10,7.8/10,8.8/10
The Rugosa Guest House,9.2 out of 10 Wonderful,75 verified reviews,9.4/10,9.0/10,8.8/10,9.0/10,9.0/10
Residence Inn by Marriott Boston Braintree,9.6 out of 10 Exceptional,380 verified reviews,9.8/10,9.6/10,9.6/10,9.6/10,9.4/10
Jiminy Peak Mountain Resort,8.2 out of 10 Very good,856 verified reviews,8.2/10,8.2/10,8.4/10,7.8/10,8.4/10
Best Western Springfield West Inn,8.0 out of 10 Very good,"1,000 verified reviews",8.2/10,8.6/10,7.4/10,8.0/10,7.6/10
Silsbee's by Daniels House,9.6 out of 10 Exceptional,15 verified reviews,9.6/10,9.6/10,8.6/10,9.6/10,8.6/10
Boston Marriott Cambridge,8.8 out of 10 Excellent,"1,000 verified reviews",9.4/10,9.2/10,8.4/10,9.0/10,8.8/10
The Inn at Longwood Medical,8.2 out of 10 Very good,"1,002 verified reviews",8.8/10,8.4/10,7.8/10,8.2/10,8.2/10
Jonathan Edwards Motel,6.6 out of 10 Good,4 verified reviews,7.4/10,8.0/10,10.0/10,7.4/10,6.0/10
The Walpole Motel,6.6 out of 10 Good,478 verified reviews,6.6/10,7.0/10,6.0/10,6.2/10,6.6/10
Greydon House,9.2 out of 10 Wonderful,119 verified reviews,9.8/10,9.4/10,8.6/10,9.4/10,9.0/10
Extended Stay America Suites Boston Westborough East Main St,7.0 out of 10 Good,709 verified reviews,7.2/10,7.4/10,6.6/10,7.0/10,7.8/10
Red Horse Inn,9.2 out of 10 Wonderful,571 verified reviews,9.6/10,9.4/10,9.2/10,9.0/10,9.4/10
Days Inn by Wyndham Sturbridge,5.8 out of 10,"1,000 verified reviews",6.2/10,6.8/10,5.4/10,5.8/10,5.6/10
Baymont by Wyndham North Dartmouth,6.2 out of 10 Good,637 verified reviews,6.6/10,6.8/10,5.8/10,6.2/10,6.6/10
"Kimpton Marlowe Hotel, an IHG Hotel",9.2 out of 10 Wonderful,"1,000 verified reviews",9.4/10,9.4/10,8.6/10,9.2/10,8.8/10
Fairfield Inn & Suites by Marriott Boston Milford,8.2 out of 10 Very good,651 verified reviews,8.6/10,8.6/10,7.4/10,8.2/10,7.8/10
The Merchant,9.6 out of 10 Exceptional,246 verified reviews,9.8/10,9.6/10,9.4/10,9.8/10,9.4/10
"Candlewood Suites West Springfield, an IHG Hotel",8.4 out of 10 Very good,543 verified reviews,8.8/10,8.8/10,8.4/10,8.2/10,8.4/10
Residence Inn by Marriott West Springfield,8.4 out of 10 Very good,320 verified reviews,8.6/10,8.8/10,7.8/10,8.4/10,8.4/10
Cape Codder Resort and Spa,7.6 out of 10 Good,"1,002 verified reviews",7.6/10,8.0/10,7.6/10,7.2/10,7.4/10
Fairfield Inn & Suites by Marriott Williamstown,8.8 out of 10 Excellent,257 verified reviews,9.2/10,9.0/10,8.4/10,9.0/10,8.4/10
Extended Stay America Suites Boston Braintree,6.4 out of 10 Good,687 verified reviews,6.6/10,7.0/10,6.6/10,6.4/10,6.8/10
Capri Motel,5.0 out of 10,457 verified reviews,5.4/10,5.6/10,4.8/10,5.0/10,4.0/10
Howard Johnson by Wyndham Springfield,6.6 out of 10 Good,811 verified reviews,6.8/10,7.2/10,5.6/10,6.4/10,6.0/10
Hotel Pippa,9.2 out of 10 Wonderful,160 verified reviews,9.6/10,9.6/10,8.6/10,9.4/10,9.0/10
"Holiday Inn Express Ludlow, an IHG Hotel",8.8 out of 10 Excellent,812 verified reviews,9.2/10,9.2/10,8.4/10,9.0/10,8.6/10
Hyannis Plaza Hotel,6.8 out of 10 Good,521 verified reviews,7.0/10,7.4/10,6.4/10,6.4/10,7.0/10
"Freepoint Hotel Cambridge, Tapestry Collection by Hilton",8.4 out of 10 Very good,"1,000 verified reviews",8.6/10,8.6/10,8.0/10,8.4/10,8.2/10
Nauset Beach Inn,9.4 out of 10 Exceptional,148 verified reviews,9.6/10,9.2/10,8.2/10,9.0/10,9.0/10
Shangri La Motel,7.4 out of 10 Good,280 verified reviews,7.6/10,8.0/10,6.8/10,7.4/10,7.6/10
Garrison Inn Boutique Hotel,9.2 out of 10 Wonderful,352 verified reviews,9.4/10,9.4/10,9.0/10,9.2/10,8.8/10
Super 8 by Wyndham Brockton,6.4 out of 10 Good,612 verified reviews,6.6/10,7.0/10,6.0/10,6.0/10,6.2/10
Residence Inn Springfield Chicopee,9.4 out of 10 Exceptional,308 verified reviews,9.6/10,9.4/10,9.2/10,9.4/10,9.0/10
Global Luxury Suites Downtown Boston,8.0 out of 10 Very good,387 verified reviews,8.8/10,8.2/10,7.8/10,8.6/10,8.0/10
"Motel 6 Chicopee, MA - Springfield",6.0 out of 10 Good,853 verified reviews,6.6/10,7.0/10,5.6/10,5.8/10,6.2/10
Veranda Cape Cod Family Resort,9.0 out of 10 Wonderful,194 verified reviews,9.4/10,9.4/10,8.6/10,8.8/10,8.8/10
Hamilton Inn,7.2 out of 10 Good,327 verified reviews,7.6/10,8.0/10,6.6/10,6.8/10,7.0/10
Pelham House Resort,8.6 out of 10 Excellent,155 verified reviews,8.8/10,8.6/10,9.0/10,8.2/10,8.8/10
Residence Inn by Marriott Boston Cambridge,9.0 out of 10 Wonderful,950 verified reviews,9.4/10,9.2/10,9.2/10,9.0/10,9.0/10
Mirbeau Inn & Spa,9.6 out of 10 Exceptional,384 verified reviews,9.8/10,9.6/10,9.6/10,9.8/10,9.2/10
"Motel 6 Brockton, MA",5.2 out of 10,966 verified reviews,5.2/10,5.8/10,4.6/10,5.0/10,5.2/10
28 Fenway,9.4 out of 10 Exceptional,16 verified reviews,10.0/10,8.0/10,9.6/10,9.8/10,10.0/10
Cape Winds Resort by VRI Americas,8.8 out of 10 Excellent,379 verified reviews,9.0/10,9.2/10,8.6/10,8.4/10,8.8/10
Eastern Inn,6.2 out of 10 Good,304 verified reviews,6.8/10,6.8/10,5.4/10,5.8/10,5.2/10
Sandy Neck Motel,9.0 out of 10 Wonderful,107 verified reviews,9.2/10,9.2/10,8.4/10,8.8/10,8.8/10
Hyannis Harbor Hotel,8.0 out of 10 Very good,"1,000 verified reviews",8.8/10,8.2/10,7.6/10,8.2/10,8.0/10
Gedney Farm,9.2 out of 10 Wonderful,105 verified reviews,9.4/10,9.4/10,8.6/10,9.4/10,9.4/10
Wilbraham Inn,7.4 out of 10 Good,234 verified reviews,7.8/10,7.8/10,6.6/10,7.2/10,7.8/10
The Cove at Yarmouth by VRI Americas,9.2 out of 10 Wonderful,271 verified reviews,9.6/10,9.2/10,9.2/10,9.2/10,8.8/10
Riverview Inn & Suites,6.2 out of 10 Good,813 verified reviews,6.0/10,6.8/10,5.8/10,5.6/10,6.2/10
Sturbridge Host Hotel & Conference Center,6.4 out of 10 Good,941 verified reviews,6.8/10,7.4/10,5.4/10,5.8/10,5.8/10
Race Brook Lodge,10 out of 10 Exceptional,6 verified reviews,9.6/10,10.0/10,10.0/10,9.6/10,10.0/10
Boston Lodge and Suites,8.4 out of 10 Very good,182 verified reviews,9.4/10,8.6/10,8.4/10,9.0/10,10.0/10
XV Beacon,9.4 out of 10 Exceptional,341 verified reviews,9.6/10,9.6/10,9.4/10,9.4/10,9.6/10
Hampton Inn & Suites Watertown Boston,9.2 out of 10 Wonderful,622 verified reviews,9.6/10,9.2/10,9.0/10,9.6/10,9.2/10
Quality Inn West Springfield,7.2 out of 10 Good,"1,000 verified reviews",7.4/10,8.0/10,6.8/10,6.8/10,7.0/10
The College Club of Boston,9.2 out of 10 Wonderful,"1,000 verified reviews",9.4/10,9.2/10,8.8/10,9.0/10,9.2/10
Irving House At Harvard,8.8 out of 10 Excellent,"1,000 verified reviews",9.2/10,9.0/10,8.4/10,8.2/10,9.0/10
